datetime,put_orders,put_orders_b,put_orders_s,put_vol,put_vol_b,put_vol_s,put_val,put_val_b,put_val_s,cancel_orders,cancel_orders_b,cancel_orders_s,cancel_vol,cancel_vol_b,cancel_vol_s,cancel_val,cancel_val_b,cancel_val_s,put_vwap_b,put_vwap_s,cancel_vwap_b,cancel_vwap_s
2023-08-18 10:55,92,61,31,1335,722,613,1437650.0,780060.0,657589.0,46,29,17,582,457,125,626409.0,489689.0,136720.0,108.04,107.27,107.15,109.38
2023-08-18 11:00,71,61,10,1285,1096,189,1399377.0,1194170.0,205207.0,59,53,6,1107,864,243,1199593.0,932554.0,267038.0,108.96,108.58,107.93,109.89
2023-08-18 11:05,40,33,7,2740,2519,221,2966197.0,2702413.0,263784.0,19,14,5,350,241,109,377722.0,257912.0,119810.0,107.28,119.36,107.02,109.92
2023-08-18 11:10,50,42,8,875,573,302,978267.0,637726.0,340540.0,36,31,5,693,643,50,746726.0,691463.0,55263.0,111.3,112.76,107.54,110.53
2023-08-18 11:15,104,83,21,5018,3566,1452,5320676.0,3722812.0,1597863.0,72,55,17,4038,2749,1289,4261260.0,2837254.0,1424006.0,104.4,110.05,103.21,110.47
2023-08-18 11:20,55,46,9,1054,761,293,1160258.0,837748.0,322509.0,29,22,7,1194,912,282,1296452.0,986345.0,310106.0,110.09,110.07,108.15,109.97
2023-08-18 11:25,223,118,105,5519,2264,3255,5761595.0,2452680.0,3308915.0,159,81,78,3937,1894,2043,4274859.0,2040589.0,2234269.0,108.33,101.66,107.74,109.36
2023-08-18 11:30,359,294,65,12457,6298,6159,13540921.0,6800636.0,6740285.0,313,269,44,11571,5755,5816,12574864.0,6200515.0,6374348.0,107.98,109.44,107.74,109.6
2023-08-18 11:35,82,67,15,1784,1605,179,1925819.0,1734104.0,191715.0,54,46,8,1412,1245,167,1521609.0,1337675.0,183934.0,108.04,107.1,107.44,110.14
2023-08-18 11:40,229,219,10,6544,6337,207,7089659.0,6861796.0,227862.0,208,206,2,5657,5655,2,6134334.0,6132078.0,2255.0,108.28,110.08,108.44,112.78
2023-08-18 11:45,548,531,17,15997,15133,864,17382500.0,16428385.0,954114.0,536,523,13,15405,14849,556,16730852.0,16115771.0,615080.0,108.56,110.43,108.53,110.63
2023-08-18 11:50,576,559,17,16378,15823,555,17804284.0,17190112.0,614171.0,565,554,11,16376,15857,519,17794963.0,17218709.0,576253.0,108.64,110.66,108.59,111.03
2023-08-18 11:55,460,361,99,22625,14865,7760,24656628.0,16088055.0,8568572.0,450,352,98,22513,14595,7918,24479164.0,15742218.0,8736946.0,108.23,110.42,107.86,110.34
2023-08-18 12:00,94,56,38,2110,953,1157,2168263.0,1029393.0,1138869.0,49,27,22,1132,610,522,1221764.0,652611.0,569153.0,108.02,98.43,106.99,109.03
2023-08-18 12:05,50,32,18,1322,711,611,1466075.0,769088.0,696987.0,24,15,9,692,461,231,748517.0,493957.0,254560.0,108.17,114.07,107.15,110.2
2023-08-18 12:10,960,437,523,24941,9203,15738,27407124.0,10032017.0,17375107.0,914,406,508,23960,8408,15552,26328304.0,9160356.0,17167948.0,109.01,110.4,108.95,110.39
2023-08-18 12:15,321,181,140,7521,3818,3703,8296023.0,4179636.0,4116387.0,278,155,123,6502,3220,3282,7153433.0,3525314.0,3628118.0,109.47,111.16,109.48,110.55
2023-08-18 12:20,175,107,68,4513,2801,1712,5048443.0,3152136.0,1896307.0,112,74,38,3087,2369,718,3389623.0,2594831.0,794792.0,112.54,110.77,109.53,110.7
2023-08-18 12:25,465,164,301,13389,4058,9331,14448434.0,4444072.0,10004362.0,341,99,242,10093,2439,7654,11117975.0,2655308.0,8462667.0,109.51,107.22,108.87,110.57
2023-08-18 12:30,228,122,106,6687,4336,2351,7414961.0,4764584.0,2650377.0,138,75,63,4584,3155,1429,5076639.0,3462303.0,1614336.0,109.88,112.73,109.74,112.97
2023-08-18 12:35,278,130,148,7729,2933,4796,8721931.0,3212036.0,5509895.0,174,84,90,3940,2001,1939,4345291.0,2192178.0,2153113.0,109.51,114.89,109.55,111.04
2023-08-18 12:40,362,213,149,9554,4566,4988,11162428.0,5021155.0,6141273.0,265,175,90,5544,3881,1663,6104306.0,4258795.0,1845510.0,109.97,123.12,109.73,110.97
2023-08-18 12:45,168,39,129,5111,1161,3950,5622217.0,1267669.0,4354547.0,139,31,108,4790,1378,3412,5282015.0,1506586.0,3775429.0,109.19,110.24,109.33,110.65
2023-08-18 12:50,98,39,59,1983,1079,904,2168627.0,1179232.0,989394.0,61,19,42,1721,918,803,1884503.0,996673.0,887830.0,109.29,109.45,108.57,110.56
2023-08-18 12:55,153,35,118,4621,641,3980,5094694.0,699508.0,4395186.0,124,24,100,3606,560,3046,3966013.0,609257.0,3356756.0,109.13,110.43,108.8,110.2
2023-08-18 13:00,753,228,525,18936,5345,13591,21014067.0,6097357.0,14916709.0,598,144,454,15442,3263,12179,16957148.0,3536887.0,13420261.0,114.08,109.75,108.39,110.19
2023-08-18 13:05,914,283,631,26861,6220,20641,29676464.0,6809699.0,22866765.0,855,249,606,24719,5824,18895,27288428.0,6356411.0,20932017.0,109.48,110.78,109.14,110.78
2023-08-18 13:10,130,93,37,5112,4145,967,5690203.0,4560586.0,1129617.0,92,74,18,2788,2216,572,3082792.0,2419034.0,663757.0,110.03,116.82,109.16,116.04
2023-08-18 13:15,125,70,55,2828,1414,1414,3126202.0,1539680.0,1586522.0,73,50,23,2004,1314,690,2194866.0,1430221.0,764644.0,108.89,112.2,108.84,110.82
2023-08-18 13:20,263,211,52,7742,6122,1620,8583317.0,6731215.0,1852101.0,230,193,37,6266,5330,936,6891965.0,5854457.0,1037508.0,109.95,114.33,109.84,110.84
2023-08-18 13:25,253,31,222,8905,531,8374,9760235.0,577689.0,9182545.0,212,11,201,7973,382,7591,8789794.0,413094.0,8376699.0,108.79,109.66,108.14,110.35
2023-08-18 13:30,306,34,272,11474,556,10918,12652757.0,616378.0,12036379.0,282,22,260,11269,515,10754,12401045.0,556920.0,11844125.0,110.86,110.24,108.14,110.14
2023-08-18 13:35,12893,12304,589,302289,280270,22019,329283408.0,305337333.0,23946075.0,12799,12243,556,299738,279115,20623,326751350.0,304052783.0,22698567.0,108.94,108.75,108.93,110.06
2023-08-18 13:40,23183,23129,54,534893,533507,1386,582779184.0,581238663.0,1540521.0,23133,23107,26,534915,533376,1539,582920366.0,581057629.0,1862737.0,108.95,111.15,108.94,121.04
2023-08-18 13:45,461,391,70,16193,14464,1729,17693000.0,15822639.0,1870361.0,381,350,31,13966,12948,1018,15300646.0,14160244.0,1140401.0,109.39,108.18,109.36,112.02
2023-08-18 13:50,500,486,14,14892,14495,397,16316099.0,15876545.0,439554.0,487,476,11,14056,13684,372,15398761.0,14987241.0,411520.0,109.53,110.72,109.52,110.62
2023-08-18 13:55,377,343,34,13117,12078,1039,14307802.0,13202854.0,1104948.0,337,319,18,11895,11215,680,13033195.0,12280778.0,752417.0,109.31,106.35,109.5,110.65
2023-08-18 14:00,343,312,31,11147,10422,725,12199874.0,11413515.0,786358.0,323,302,21,11611,10907,704,12708226.0,11930578.0,777647.0,109.51,108.46,109.38,110.46
2023-08-18 14:05,437,425,12,22075,21822,253,24167935.0,23885591.0,282343.0,417,411,6,20362,20237,125,22309929.0,22172382.0,137547.0,109.46,111.6,109.56,110.04
2023-08-18 14:10,1025,1006,19,24278,24253,25,26632308.0,26605984.0,26323.0,1002,992,10,24139,24029,110,26444080.0,26314067.0,130013.0,109.7,105.3,109.51,118.19
2023-08-18 14:15,569,391,178,17350,14291,3059,19016840.0,15657346.0,3359493.0,541,374,167,16630,14055,2575,18226458.0,15392234.0,2834223.0,109.56,109.82,109.51,110.07
2023-08-18 14:20,656,622,34,19341,18996,345,21195312.0,20812544.0,382768.0,637,611,26,19585,19319,266,21461982.0,21164577.0,297405.0,109.56,110.95,109.55,111.81
2023-08-18 14:25,920,619,301,27871,17183,10688,30577152.0,18821262.0,11755889.0,891,602,289,27544,17035,10509,30223802.0,18657184.0,11566618.0,109.53,109.99,109.52,110.06
2023-08-18 14:30,53,35,18,1292,1039,253,1414529.0,1134377.0,280152.0,43,25,18,878,579,299,960630.0,627204.0,333425.0,109.18,110.73,108.33,111.51
2023-08-18 14:35,180,173,7,2623,2490,133,2888187.0,2741404.0,146783.0,171,166,5,2904,2802,102,3163065.0,3050380.0,112685.0,110.1,110.36,108.86,110.48
2023-08-18 14:40,439,423,16,8836,8468,368,9702310.0,9306979.0,395331.0,425,416,9,8584,8335,249,9438269.0,9159137.0,279132.0,109.91,107.43,109.89,112.1
2023-08-18 14:45,283,221,62,8136,6237,1899,9034325.0,6902830.0,2131495.0,226,196,30,6395,5352,1043,7044916.0,5880598.0,1164317.0,110.68,112.24,109.88,111.63
2023-08-18 14:50,238,208,30,6487,5575,912,7152687.0,6142065.0,1010621.0,218,199,19,5990,5175,815,6611385.0,5703573.0,907811.0,110.17,110.81,110.21,111.39
2023-08-18 14:55,292,245,47,7627,6719,908,8441035.0,7432838.0,1008197.0,241,212,29,5423,4912,511,5982940.0,5413842.0,569098.0,110.62,111.03,110.22,111.37
2023-08-18 15:00,304,100,204,6557,2031,4526,7286724.0,2242280.0,5044444.0,257,79,178,5796,1870,3926,6412494.0,2049545.0,4362949.0,110.4,111.45,109.6,111.13
2023-08-18 15:05,673,108,565,21090,1890,19200,23271600.0,2067829.0,21203770.0,596,74,522,19910,1682,18228,22028309.0,1838567.0,20189742.0,109.41,110.44,109.31,110.76
2023-08-18 15:10,144,43,101,4686,1318,3368,5124711.0,1433656.0,3691054.0,112,22,90,3945,766,3179,4377297.0,826409.0,3550887.0,108.78,109.59,107.89,111.7
2023-08-18 15:15,996,542,454,30001,16768,13233,33107367.0,18428529.0,14678838.0,958,516,442,29169,16573,12596,32112238.0,18192959.0,13919279.0,109.9,110.93,109.77,110.51
2023-08-18 15:20,808,799,9,24840,24493,347,27296267.0,26904166.0,392100.0,794,789,5,24122,24018,104,26505633.0,26389760.0,115873.0,109.84,113.0,109.87,111.42
2023-08-18 15:25,479,182,297,11032,5777,5255,12154608.0,6366592.0,5788015.0,420,157,263,10466,5622,4844,11521823.0,6161170.0,5360652.0,110.21,110.14,109.59,110.67
2023-08-18 15:30,917,80,837,20713,3200,17513,22861076.0,3511970.0,19349105.0,895,69,826,20661,3079,17582,22803281.0,3377545.0,19425736.0,109.75,110.48,109.7,110.49
2023-08-18 15:35,430,78,352,7821,4567,3254,8555834.0,4961616.0,3594218.0,417,69,348,6422,3327,3095,7042926.0,3623172.0,3419754.0,108.64,110.46,108.9,110.49
2023-08-18 15:40,486,37,449,10909,655,10254,12041784.0,711871.0,11329913.0,455,19,436,10812,671,10141,11934394.0,727423.0,11206971.0,108.68,110.49,108.41,110.51
2023-08-18 15:45,46,34,12,897,624,273,983319.0,680676.0,302643.0,46,38,8,875,769,106,953825.0,836001.0,117824.0,109.08,110.86,108.71,111.15
2023-08-18 15:50,40,19,21,335,192,143,363943.0,208273.0,155669.0,34,14,20,414,179,235,482508.0,194077.0,288431.0,108.48,108.86,108.42,122.74
2023-08-18 15:55,111,22,89,3110,226,2884,3432465.0,245926.0,3186539.0,110,19,91,3040,221,2819,3355784.0,240169.0,3115614.0,108.82,110.49,108.67,110.52
2023-08-18 16:00,570,41,529,18747,645,18102,20712798.0,703144.0,20009653.0,549,27,522,18606,536,18070,20555890.0,580642.0,19975248.0,109.01,110.54,108.33,110.54
2023-08-18 16:05,267,14,253,11119,295,10824,12367369.0,322368.0,12045001.0,256,8,248,10143,151,9992,11217101.0,163527.0,11053574.0,109.28,111.28,108.3,110.62
2023-08-18 16:10,1247,60,1187,47900,1022,46878,52972598.0,1120116.0,51852481.0,1237,55,1182,47570,818,46752,52600610.0,895807.0,51704802.0,109.6,110.61,109.51,110.59
2023-08-18 16:15,230,29,201,9632,499,9133,10649301.0,559387.0,10089914.0,218,21,197,9363,314,9049,10341930.0,342645.0,9999285.0,112.1,110.48,109.12,110.5
2023-08-18 16:20,230,19,211,11418,468,10950,12584584.0,507873.0,12076711.0,217,14,203,11242,405,10837,12392640.0,438398.0,11954241.0,108.52,110.29,108.25,110.31
2023-08-18 16:25,317,105,212,5871,2499,3372,6457230.0,2752577.0,3704652.0,296,91,205,5711,2365,3346,6268695.0,2584830.0,3683864.0,110.15,109.87,109.3,110.1
2023-08-18 16:30,502,16,486,10383,202,10181,11456308.0,219874.0,11236433.0,492,9,483,9995,190,9805,11002387.0,205855.0,10796532.0,108.85,110.37,108.35,110.11
2023-08-18 16:35,18,11,7,912,214,698,1037144.0,233812.0,803331.0,17,12,5,934,229,705,1086833.0,248237.0,838596.0,109.26,115.09,108.4,118.95
2023-08-18 16:40,167,9,158,5150,170,4980,5660646.0,183138.0,5477507.0,165,9,156,5405,277,5128,6013335.0,299668.0,5713667.0,107.73,109.99,108.18,111.42
2023-08-18 16:45,169,127,42,4144,3028,1116,4562404.0,3333351.0,1229053.0,153,115,38,3839,2899,940,4210079.0,3176135.0,1033943.0,110.08,110.13,109.56,109.99
2023-08-18 16:50,304,289,15,7492,7341,151,8219509.0,8052034.0,167474.0,294,285,9,7333,7260,73,8042339.0,7961881.0,80457.0,109.69,110.91,109.67,110.22
2023-08-18 16:55,31,14,17,1039,655,384,1149137.0,723078.0,426059.0,20,7,13,458,220,238,501222.0,238174.0,263047.0,110.39,110.95,108.26,110.52
2023-08-18 17:00,19,14,5,218,193,25,237544.0,209953.0,27590.0,13,9,4,297,274,23,322855.0,297467.0,25388.0,108.78,110.36,108.56,110.38
2023-08-18 17:05,130,97,33,4477,3185,1292,5055192.0,3624438.0,1430754.0,97,75,22,3750,2588,1162,4123663.0,2834183.0,1289480.0,113.8,110.74,109.51,110.97
2023-08-18 17:10,125,103,22,3600,2627,973,3981921.0,2894502.0,1087419.0,110,99,11,2822,2536,286,3105878.0,2786107.0,319771.0,110.18,111.76,109.86,111.81
2023-08-18 17:15,228,216,12,4881,4506,375,5456397.0,5025496.0,430901.0,213,206,7,4883,4331,552,5457530.0,4769857.0,687673.0,111.53,114.91,110.13,124.58
2023-08-18 17:20,392,155,237,10156,4721,5435,11148639.0,5191413.0,5957226.0,358,138,220,9381,4563,4818,10357951.0,5015560.0,5342391.0,109.96,109.61,109.92,110.88
2023-08-18 17:25,572,29,543,12818,731,12087,14192479.0,804202.0,13388277.0,558,22,536,13222,975,12247,14635581.0,1066875.0,13568706.0,110.01,110.77,109.42,110.79
2023-08-18 17:30,390,42,348,6312,856,5456,7007410.0,942587.0,6064822.0,234,28,206,5784,701,5083,6390331.0,763188.0,5627142.0,110.12,111.16,108.87,110.71
2023-08-18 17:35,582,70,512,14598,670,13928,16159066.0,742206.0,15416860.0,568,61,507,14453,578,13875,15989844.0,631460.0,15358384.0,110.78,110.69,109.25,110.69
2023-08-18 17:40,520,238,282,9864,2093,7771,10912527.0,2312004.0,8600523.0,513,231,282,10011,1991,8020,11065325.0,2183587.0,8881738.0,110.46,110.67,109.67,110.74
2023-08-18 17:45,320,302,18,9954,9407,547,10984143.0,10375497.0,608646.0,294,283,11,9079,8778,301,10008706.0,9673947.0,334758.0,110.3,111.27,110.21,111.22
2023-08-18 17:50,477,455,22,14521,14291,230,16020035.0,15765663.0,254372.0,458,444,14,13803,13621,182,15228863.0,15023778.0,205084.0,110.32,110.6,110.3,112.68
2023-08-18 17:55,124,87,37,4600,3841,759,5070310.0,4256786.0,813524.0,78,68,10,3872,3394,478,4267427.0,3734200.0,533226.0,110.82,107.18,110.02,111.55
2023-08-18 18:00,259,248,11,7748,7657,91,8615546.0,8516303.0,99242.0,246,240,6,7140,6979,161,7893021.0,7710583.0,182438.0,111.22,109.06,110.48,113.32
2023-08-18 18:05,239,223,16,7140,6622,518,7952312.0,7363810.0,588501.0,230,222,8,7016,6642,374,7759019.0,7337356.0,421662.0,111.2,113.61,110.47,112.74
2023-08-18 18:10,189,172,17,5226,5127,99,5763219.0,5652994.0,110225.0,175,165,10,4825,4722,103,5336214.0,5221336.0,114877.0,110.26,111.34,110.57,111.53
2023-08-18 18:15,55,39,16,1721,1210,511,1900986.0,1334069.0,566917.0,35,27,8,1303,1166,137,1436609.0,1283406.0,153203.0,110.25,110.94,110.07,111.83
2023-08-18 18:20,314,307,7,9366,9218,148,10403567.0,10238603.0,164964.0,307,299,8,9616,9085,531,10641708.0,10045499.0,596209.0,111.07,111.46,110.57,112.28
2023-08-18 18:25,547,67,480,11048,1929,9119,12155111.0,2126102.0,10029008.0,528,60,468,10483,1837,8646,11623393.0,2024152.0,9599241.0,110.22,109.98,110.19,111.03
2023-08-18 18:30,493,324,169,9411,4661,4750,10400714.0,5146315.0,5254398.0,456,298,158,9161,4436,4725,10133904.0,4890714.0,5243189.0,110.41,110.62,110.25,110.97
2023-08-18 18:35,394,203,191,11294,5869,5425,12509240.0,6531606.0,5977633.0,365,183,182,10459,5138,5321,11588279.0,5665454.0,5922825.0,111.29,110.19,110.27,111.31
2023-08-21 10:00,2338,1541,797,65663,35513,30150,75051059.0,39056219.0,35994839.0,1713,1375,338,42851,30998,11853,47389325.0,34154324.0,13235001.0,109.98,119.39,110.18,111.66
2023-08-21 10:05,660,432,228,20561,15028,5533,22944930.0,16662641.0,6282289.0,484,350,134,16400,13077,3323,18166107.0,14446425.0,3719681.0,110.88,113.54,110.47,111.94
2023-08-21 10:10,388,264,124,11923,7935,3988,13467451.0,8832256.0,4635195.0,239,208,31,8649,7509,1140,9637892.0,8318651.0,1319240.0,111.31,116.23,110.78,115.72
2023-08-21 10:15,667,556,111,31280,22428,8852,34871161.0,24826915.0,10044246.0,570,512,58,28973,21678,7295,32271396.0,24015491.0,8255905.0,110.7,113.47,110.78,113.17
2023-08-21 10:20,720,434,286,40956,22732,18224,45709618.0,25074343.0,20635275.0,409,290,119,38843,21797,17046,43323850.0,24027340.0,19296510.0,110.3,113.23,110.23,113.2
2023-08-21 10:25,327,178,149,29611,15421,14190,32983690.0,16974936.0,16008754.0,251,149,102,28161,15148,13013,31394313.0,16668282.0,14726031.0,110.08,112.82,110.04,113.16
2023-08-21 10:30,260,105,155,24354,11147,13207,27165955.0,12245825.0,14920129.0,212,79,133,22768,10875,11893,25353199.0,11934524.0,13418675.0,109.86,112.97,109.74,112.83
2023-08-21 10:35,558,307,251,45971,24302,21669,51847377.0,26749003.0,25098374.0,470,265,205,42447,22358,20089,47312932.0,24611793.0,22701139.0,110.07,115.83,110.08,113.0
2023-08-21 10:40,172,105,67,13158,7213,5945,14786395.0,8038010.0,6748385.0,127,79,48,11532,6305,5227,12850911.0,6933277.0,5917633.0,111.44,113.51,109.96,113.21
2023-08-21 10:45,290,180,110,26310,14806,11504,31064192.0,16577012.0,14487179.0,178,119,59,23706,11879,11827,27651388.0,13124012.0,14527375.0,111.96,125.93,110.48,122.83
2023-08-21 10:50,1139,654,485,87364,51586,35778,99645914.0,58235186.0,41410727.0,774,540,234,76363,46133,30230,86958587.0,51607381.0,35351206.0,112.89,115.74,111.87,116.94
2023-08-21 10:55,767,400,367,56463,30212,26251,64660165.0,34170944.0,30489220.0,465,294,171,43713,24299,19414,49884044.0,27357068.0,22526976.0,113.1,116.14,112.59,116.03
2023-08-21 11:00,7785,214,7571,248575,20325,228250,285083147.0,22937245.0,262145901.0,7647,191,7456,242849,19532,223317,278567088.0,21985658.0,256581429.0,112.85,114.85,112.56,114.9
2023-08-21 11:05,233,125,108,18594,10217,8377,21288874.0,11630175.0,9658699.0,142,88,54,14636,8138,6498,16676247.0,9161166.0,7515081.0,113.83,115.3,112.57,115.65
2023-08-21 11:10,479,197,282,42224,19885,22339,47623082.0,22214876.0,25408205.0,354,139,215,35262,17097,18165,39952992.0,19098437.0,20854555.0,111.72,113.74,111.71,114.81
2023-08-21 11:15,428,194,234,36354,18111,18243,41134039.0,20268771.0,20865268.0,321,148,173,34636,18141,16495,39173123.0,20240385.0,18932738.0,111.91,114.37,111.57,114.78
2023-08-21 11:20,389,76,313,20456,6851,13605,23194351.0,7670906.0,15523445.0,344,53,291,19620,6449,13171,22220549.0,7190868.0,15029681.0,111.97,114.1,111.5,114.11
2023-08-21 11:25,189,64,125,10908,4730,6178,12373758.0,5293975.0,7079782.0,146,50,96,10676,5035,5641,12087063.0,5625542.0,6461521.0,111.92,114.6,111.73,114.55
2023-08-21 11:30,421,132,289,30724,11673,19051,34684746.0,13009245.0,21675501.0,359,106,253,29338,11140,18198,33167203.0,12413197.0,20754005.0,111.45,113.78,111.43,114.05
2023-08-21 11:35,1057,124,933,60801,11568,49233,68645753.0,12847764.0,55797989.0,1014,103,911,60510,11807,48703,68349532.0,13107034.0,55242497.0,111.06,113.33,111.01,113.43
2023-08-21 11:40,248,128,120,18087,8533,9554,19965272.0,9450689.0,10514582.0,145,74,71,15599,8008,7591,17503881.0,8860461.0,8643419.0,110.75,110.05,110.65,113.86
2023-08-21 11:45,253,134,119,24654,12025,12629,27736783.0,13319644.0,14417139.0,208,107,101,24875,13269,11606,27839439.0,14637897.0,13201542.0,110.77,114.16,110.32,113.75
2023-08-21 11:50,484,198,286,52257,24698,27559,58626763.0,27327486.0,31299277.0,441,173,268,50799,23933,26866,57018713.0,26477822.0,30540891.0,110.65,113.57,110.63,113.68
2023-08-21 11:55,466,218,248,49784,25536,24248,55886753.0,28305508.0,27581244.0,422,200,222,48124,24157,23967,53970418.0,26731383.0,27239035.0,110.85,113.75,110.66,113.65
2023-08-21 12:00,1599,834,765,106597,56993,49604,120434291.0,63795654.0,56638637.0,1455,754,701,102507,53678,48829,115805359.0,59985806.0,55819553.0,111.94,114.18,111.75,114.32
2023-08-21 12:05,1467,284,1183,74195,22074,52121,83813927.0,24636630.0,59177297.0,1434,272,1162,75063,23129,51934,84784630.0,25795580.0,58989049.0,111.61,113.54,111.53,113.58
2023-08-21 12:10,2171,497,1674,127283,34178,93105,143844363.0,38057778.0,105786585.0,2154,491,1663,127360,34299,93061,143928142.0,38187735.0,105740406.0,111.35,113.62,111.34,113.62
2023-08-21 12:15,1531,133,1398,80890,15200,65690,91400761.0,16886831.0,74513930.0,1498,114,1384,80662,14116,66546,91188443.0,15696357.0,75492086.0,111.1,113.43,111.2,113.44
2023-08-21 12:20,1092,610,482,85485,42267,43218,97098422.0,47555784.0,49542637.0,853,479,374,78497,38886,39611,89011709.0,43586877.0,45424831.0,112.51,114.63,112.09,114.68
2023-08-21 12:25,301,212,89,24285,15776,8509,27549745.0,17749246.0,9800499.0,240,177,63,23942,15128,8814,27141683.0,17002853.0,10138830.0,112.51,115.18,112.39,115.03
2023-08-21 12:30,250,162,88,20495,10583,9912,23311061.0,11909411.0,11401649.0,189,130,59,20417,11882,8535,23161219.0,13310169.0,9851050.0,112.53,115.03,112.02,115.42
2023-08-21 12:35,340,198,142,28258,14987,13271,32098524.0,16820101.0,15278422.0,269,153,116,27213,14444,12769,30920819.0,16204721.0,14716097.0,112.23,115.13,112.19,115.25
2023-08-21 12:40,281,211,70,24632,18062,6570,28065866.0,20462887.0,7602979.0,232,192,40,22393,15848,6545,25508942.0,17922268.0,7586674.0,113.29,115.72,113.09,115.92
2023-08-21 12:45,226,143,83,19169,10609,8560,21836919.0,11973865.0,9863053.0,176,126,50,18018,10714,7304,20510211.0,12062130.0,8448081.0,112.87,115.22,112.58,115.66
2023-08-21 12:50,361,267,94,27943,17798,10145,31955481.0,20234775.0,11720706.0,289,226,63,26279,16455,9824,29912442.0,18551501.0,11360940.0,113.69,115.53,112.74,115.64
2023-08-21 12:55,668,506,162,36135,26457,9678,41098331.0,29976635.0,11121696.0,614,472,142,34836,25477,9359,39634287.0,28853585.0,10780702.0,113.3,114.92,113.25,115.19
2023-08-21 13:00,702,623,79,42379,35026,7353,50165775.0,39959572.0,10206202.0,657,590,67,40036,33569,6467,47216187.0,38016357.0,9199830.0,114.09,138.8,113.25,142.26
2023-08-21 13:05,1023,714,309,79325,45763,33562,90812505.0,52120341.0,38692163.0,717,548,169,67629,40413,27216,77283645.0,45717298.0,31566347.0,113.89,115.29,113.13,115.98
2023-08-21 13:10,548,314,234,44648,22408,22240,51094471.0,25207481.0,25886990.0,389,237,152,42006,21737,20269,47836394.0,24362242.0,23474152.0,112.49,116.4,112.08,115.81
2023-08-21 13:15,323,203,120,28340,14563,13777,32313666.0,16372139.0,15941526.0,239,148,91,25689,13692,11997,29219868.0,15365193.0,13854675.0,112.42,115.71,112.22,115.48
2023-08-21 13:20,217,121,96,21662,10824,10838,24721913.0,12229891.0,12492021.0,159,91,68,19857,10078,9779,22864134.0,11334555.0,11529578.0,112.99,115.26,112.47,117.9
2023-08-21 13:25,319,65,254,17773,4411,13362,20251747.0,4955409.0,15296338.0,299,57,242,17880,4543,13337,20388271.0,5102958.0,15285313.0,112.34,114.48,112.33,114.61
2023-08-21 13:30,859,413,446,73337,36665,36672,83078911.0,41143553.0,41935358.0,671,313,358,70475,34705,35770,79961130.0,38819455.0,41141675.0,112.21,114.35,111.86,115.02
2023-08-21 13:35,495,199,296,40693,17666,23027,46725300.0,19803955.0,26921345.0,450,167,283,39530,17017,22513,45431953.0,19060608.0,26371345.0,112.1,116.91,112.01,117.14
2023-08-21 13:40,185,102,83,15448,8364,7084,17543699.0,9398257.0,8145441.0,146,77,69,14512,7522,6990,16483663.0,8424613.0,8059050.0,112.37,114.98,112.0,115.29
2023-08-21 13:45,117,59,58,11057,5633,5424,12564541.0,6316125.0,6248415.0,104,55,49,12758,6157,6601,14655922.0,6904382.0,7751540.0,112.13,115.2,112.14,117.43
