datetime,pr_open,pr_high,pr_low,pr_close,pr_change,trades,vol,val,pr_std,disb,pr_vwap,trades_b,vol_b,val_b,pr_vwap_b,trades_s,vol_s,val_s,pr_vwap_s
2023-08-17 14:45,110.6,110.62,110.14,110.44,-0.1447,11,80,88305.0,0.0011,-0.8,110.38,4,8,8845.0,110.57,7,72,79459.0,110.36
2023-08-17 14:50,110.44,110.44,110.4,110.4,-0.0362,3,92,101568.0,0.0003,1.0,110.4,3,92,101568.0,110.4,0,0,0.0,
2023-08-17 14:55,110.16,110.32,110.16,110.32,0.1452,2,2,2204.0,,0.0,110.24,1,1,1103.0,110.32,1,1,1101.0,110.16
2023-08-17 15:00,110.28,110.28,110.26,110.26,-0.0181,2,2,2205.0,,1.0,110.27,2,2,2205.0,110.27,0,0,0.0,
2023-08-17 15:05,110.2,110.2,109.94,110.14,-0.0544,12,98,107840.0,0.0006,-0.37,110.04,3,31,34135.0,110.11,9,67,73705.0,110.01
2023-08-17 15:10,110.1,110.18,109.98,110.18,0.0727,6,32,35235.0,0.001,0.44,110.11,4,23,25335.0,110.16,2,9,9899.0,109.99
2023-08-17 15:15,110.38,110.56,110.38,110.56,0.1631,12,62,68499.0,0.0002,1.0,110.48,12,62,68499.0,110.48,0,0,0.0,
2023-08-17 15:20,110.42,110.56,110.4,110.46,0.0362,6,15,16566.0,0.0009,-0.73,110.44,1,2,2211.0,110.56,5,13,14355.0,110.43
2023-08-17 15:25,110.56,110.56,110.3,110.56,0.0,14,71,78417.0,0.0008,-0.21,110.45,6,28,30955.0,110.56,8,43,47462.0,110.38
2023-08-17 15:30,110.62,110.7,110.48,110.48,-0.1266,9,23,25450.0,0.0006,0.74,110.65,7,20,22135.0,110.68,2,3,3314.0,110.49
2023-08-17 15:35,110.48,110.62,110.4,110.62,0.1267,6,13,14361.0,0.001,-0.85,110.47,1,1,1106.0,110.62,5,12,13255.0,110.46
2023-08-17 15:40,110.42,111.18,110.34,111.0,0.5253,58,558,618520.0,0.0009,0.76,110.85,42,490,543353.0,110.89,16,68,75166.0,110.54
2023-08-17 15:45,110.76,110.76,110.58,110.62,-0.1264,10,70,77458.0,0.0004,-1.0,110.65,0,0,0.0,,10,70,77458.0,110.65
2023-08-17 15:50,110.64,110.78,110.62,110.78,0.1265,6,25,27657.0,0.0007,0.6,110.63,2,20,22125.0,110.63,4,5,5531.0,110.63
2023-08-17 15:55,110.7,110.7,110.5,110.66,-0.0361,8,11,12166.0,0.0009,-0.09,110.61,2,5,5534.0,110.68,6,6,6632.0,110.54
2023-08-17 16:00,110.64,110.82,110.5,110.82,0.1627,10,39,43155.0,0.0007,0.74,110.65,8,34,37629.0,110.68,2,5,5525.0,110.5
2023-08-17 16:05,110.7,111.04,110.7,111.04,0.3071,17,74,82062.0,0.001,0.89,110.9,13,70,77634.0,110.91,4,4,4428.0,110.7
2023-08-17 16:10,111.02,111.02,111.0,111.0,-0.018,3,52,57720.0,0.0001,-0.92,111.0,2,2,2220.0,111.01,1,50,55500.0,111.0
2023-08-17 16:15,110.98,111.0,110.84,111.0,0.018,7,41,45495.0,0.0008,0.61,110.96,6,33,36628.0,110.99,1,8,8867.0,110.84
2023-08-17 16:20,110.88,111.02,110.62,110.92,0.0361,16,220,243787.0,0.001,-0.53,110.81,7,52,57687.0,110.94,9,168,186100.0,110.77
2023-08-17 16:25,110.88,110.88,110.84,110.84,-0.0361,3,3,3326.0,0.0003,-0.33,110.87,1,1,1108.0,110.88,2,2,2217.0,110.86
2023-08-17 16:30,110.98,111.04,110.98,111.04,0.0541,5,91,101015.0,0.0002,1.0,111.01,5,91,101015.0,111.01,0,0,0.0,
2023-08-17 16:35,111.04,111.04,111.0,111.0,-0.036,3,13,14430.0,0.0003,0.69,111.01,2,11,12210.0,111.01,1,2,2220.0,111.0
2023-08-17 16:40,111.0,111.02,110.84,110.98,-0.018,7,53,58828.0,0.0009,-0.43,111.0,5,15,16650.0,111.0,2,38,42178.0,111.0
2023-08-17 16:45,110.98,110.98,110.94,110.94,-0.036,8,28,31067.0,0.0001,-1.0,110.95,0,0,0.0,,8,28,31067.0,110.95
2023-08-17 16:50,110.94,110.98,110.88,110.98,0.0361,6,18,19965.0,0.0005,-0.33,110.92,3,6,6657.0,110.95,3,12,13307.0,110.9
2023-08-17 16:55,110.98,110.98,110.82,110.82,-0.1442,18,59,65408.0,0.0003,-0.32,110.86,7,20,22183.0,110.92,11,39,43224.0,110.83
2023-08-17 17:00,110.82,110.84,110.64,110.78,-0.0361,21,39,43182.0,0.0007,-0.79,110.72,4,4,4432.0,110.82,17,35,38749.0,110.71
2023-08-17 17:05,110.68,110.76,110.62,110.76,0.0723,6,87,96255.0,0.0006,-0.31,110.64,2,30,33187.0,110.62,4,57,63068.0,110.65
2023-08-17 17:10,110.78,110.82,110.78,110.78,0.0,12,207,229338.0,0.0001,-0.57,110.79,5,44,48743.0,110.78,7,163,180595.0,110.79
2023-08-17 17:15,110.76,110.76,110.62,110.72,-0.0361,5,69,76352.0,0.0008,-0.3,110.66,4,24,26573.0,110.72,1,45,49779.0,110.62
2023-08-17 17:20,110.62,110.72,110.6,110.6,-0.0181,7,168,185833.0,0.0007,-0.76,110.61,1,20,22144.0,110.72,6,148,163689.0,110.6
2023-08-17 17:25,110.7,110.72,110.7,110.7,0.0,4,12,13284.0,0.0002,1.0,110.7,4,12,13284.0,110.7,0,0,0.0,
2023-08-17 17:30,110.54,110.72,110.54,110.7,0.1447,9,56,61998.0,0.0005,0.93,110.71,7,54,59786.0,110.72,2,2,2212.0,110.6
2023-08-17 17:35,110.7,110.72,110.68,110.72,0.0181,9,19,21034.0,0.0002,1.0,110.71,9,19,21034.0,110.71,0,0,0.0,
2023-08-17 17:40,110.52,110.54,110.52,110.54,0.0181,3,4,4421.0,0.0001,-1.0,110.54,0,0,0.0,,3,4,4421.0,110.54
2023-08-17 17:45,110.54,110.72,110.54,110.66,0.1086,7,16,17704.0,0.0006,0.88,110.66,6,15,16599.0,110.66,1,1,1105.0,110.54
2023-08-17 17:50,110.64,110.66,109.38,110.1,-0.4881,112,1444,1586697.0,0.0009,-0.65,109.88,28,251,276107.0,110.0,84,1193,1310590.0,109.86
2023-08-17 17:55,110.0,110.2,109.98,110.08,0.0727,23,185,203691.0,0.0005,0.26,110.1,13,117,128885.0,110.16,10,68,74805.0,110.01
2023-08-17 18:00,110.12,110.16,109.96,109.96,-0.1453,15,141,155109.0,0.0005,-0.9,110.01,6,7,7702.0,110.04,9,134,147406.0,110.0
2023-08-17 18:05,109.94,110.08,109.86,110.08,0.1273,15,110,120952.0,0.0005,-0.02,109.96,10,54,59404.0,110.01,5,56,61547.0,109.91
2023-08-17 18:10,110.08,110.14,110.08,110.14,0.0545,7,18,19819.0,0.0001,0.22,110.11,6,11,12111.0,110.1,1,7,7708.0,110.12
2023-08-17 18:15,110.06,110.06,110.0,110.04,-0.0182,21,813,894395.0,0.0002,-0.52,110.01,4,194,213477.0,110.04,17,619,680918.0,110.0
2023-08-17 18:20,110.06,110.12,109.62,110.0,-0.0545,25,521,572949.0,0.0008,-0.28,109.97,12,187,205715.0,110.01,13,334,367234.0,109.95
2023-08-17 18:25,109.98,109.98,109.96,109.96,-0.0182,4,359,394818.0,0.0001,-1.0,109.98,0,0,0.0,,4,359,394818.0,109.98
2023-08-17 18:30,110.0,110.14,109.9,109.92,-0.0727,23,444,488733.0,0.0003,-0.46,110.08,11,120,132111.0,110.09,12,324,356622.0,110.07
2023-08-17 18:35,110.08,110.72,110.08,110.72,0.5814,40,1603,1768397.0,0.0003,0.7,110.32,33,1364,1504338.0,110.29,7,239,264059.0,110.49
2023-08-18 10:00,111.28,112.98,107.74,107.74,-3.1812,107,1541,1685566.0,0.0034,-0.69,109.38,35,237,262649.0,110.82,72,1304,1422917.0,109.12
2023-08-18 10:05,109.0,110.62,107.1,109.0,0.0,78,935,1011357.0,0.0056,-0.64,108.17,23,167,183360.0,109.8,55,768,827997.0,107.81
2023-08-18 10:10,107.62,110.6,107.62,110.14,2.3416,50,945,1036616.0,0.0032,0.36,109.69,30,643,706286.0,109.84,20,302,330330.0,109.38
2023-08-18 10:15,110.14,110.56,108.02,109.3,-0.7627,37,600,658180.0,0.0027,-0.85,109.7,11,45,49629.0,110.29,26,555,608551.0,109.65
2023-08-18 10:20,109.0,109.28,108.0,108.26,-0.6789,44,550,594718.0,0.0032,-0.92,108.13,12,22,24003.0,109.11,32,528,570714.0,108.09
2023-08-18 10:25,108.26,110.0,108.0,108.1,-0.1478,85,960,1041883.0,0.004,-0.54,108.53,39,221,241666.0,109.35,46,739,800217.0,108.28
2023-08-18 10:30,109.5,110.5,109.06,110.0,0.4566,46,499,549155.0,0.0027,0.77,110.05,34,441,485708.0,110.14,12,58,63447.0,109.39
2023-08-18 10:35,109.16,110.0,109.16,110.0,0.7695,14,64,70114.0,0.0028,-0.12,109.55,8,28,30790.0,109.96,6,36,39324.0,109.24
2023-08-18 10:40,109.98,110.0,108.22,108.22,-1.6003,33,363,396100.0,0.0018,-0.62,109.12,8,69,75239.0,109.04,25,294,320861.0,109.14
2023-08-18 10:45,108.98,109.0,108.88,108.88,-0.0918,11,28,30505.0,0.0004,0.79,108.95,9,25,27238.0,108.95,2,3,3267.0,108.91
2023-08-18 10:50,108.84,108.88,108.0,108.86,0.0184,39,342,369917.0,0.0014,-0.81,108.16,12,33,35883.0,108.74,27,309,334034.0,108.1
2023-08-18 10:55,108.86,108.86,108.02,108.78,-0.0735,31,157,170363.0,0.0014,-0.63,108.51,11,29,31550.0,108.79,20,128,138813.0,108.45
2023-08-18 11:00,108.78,108.88,108.78,108.8,0.0184,20,220,239423.0,0.0002,0.38,108.83,12,152,165439.0,108.84,8,68,73984.0,108.8
2023-08-18 11:05,108.8,108.8,108.78,108.8,0.0,10,112,121836.0,0.0001,0.84,108.78,9,103,112045.0,108.78,1,9,9790.0,108.78
2023-08-18 11:10,108.8,108.8,108.74,108.76,-0.0368,8,87,94629.0,0.0001,0.63,108.77,6,71,77224.0,108.77,2,16,17404.0,108.78
2023-08-18 11:15,108.38,108.8,108.36,108.8,0.3875,21,233,252603.0,0.0007,0.88,108.41,16,219,237432.0,108.42,5,14,15170.0,108.36
2023-08-18 11:20,108.8,109.0,108.8,109.0,0.1838,7,90,97995.0,0.0004,1.0,108.88,7,90,97995.0,108.88,0,0,0.0,
2023-08-18 11:25,108.62,108.98,107.84,108.98,0.3314,92,1109,1200410.0,0.0009,-0.75,108.24,23,136,147983.0,108.81,69,973,1052426.0,108.16
2023-08-18 11:30,108.94,108.98,108.3,108.88,-0.0551,32,247,268440.0,0.0016,0.26,108.68,18,155,168407.0,108.65,14,92,100032.0,108.73
2023-08-18 11:35,108.88,108.98,108.44,108.98,0.0918,16,179,195032.0,0.0016,0.34,108.96,10,120,130764.0,108.97,6,59,64268.0,108.93
2023-08-18 11:40,108.98,109.0,108.98,109.0,0.0184,13,58,63211.0,0.0001,0.0,108.99,9,29,31607.0,108.99,4,29,31604.0,108.98
2023-08-18 11:45,108.98,108.98,108.96,108.96,-0.0184,6,35,38142.0,0.0001,0.77,108.98,5,31,33783.0,108.98,1,4,4358.0,108.96
2023-08-18 11:50,108.96,108.96,108.94,108.94,-0.0184,4,75,81719.0,0.0001,1.0,108.96,4,75,81719.0,108.96,0,0,0.0,
2023-08-18 11:55,108.9,109.0,108.66,109.0,0.0918,16,245,266975.0,0.001,0.84,108.97,12,225,245221.0,108.99,4,20,21753.0,108.77
2023-08-18 12:00,108.68,108.68,108.0,108.68,0.0,47,524,567658.0,0.0009,-0.82,108.33,11,47,51049.0,108.61,36,477,516609.0,108.3
2023-08-18 12:05,108.62,108.84,108.62,108.84,0.2025,10,53,57601.0,0.0003,0.02,108.68,7,27,29359.0,108.74,3,26,28241.0,108.62
2023-08-18 12:10,108.84,110.0,108.84,110.0,1.0658,47,448,489221.0,0.0005,0.84,109.2,43,412,449706.0,109.15,4,36,39514.0,109.76
2023-08-18 12:15,110.0,110.46,110.0,110.14,0.1273,22,104,114548.0,0.0009,0.48,110.14,15,77,84829.0,110.17,7,27,29719.0,110.07
2023-08-18 12:20,110.14,111.12,109.7,110.36,0.1997,67,1013,1117275.0,0.0015,0.2,110.29,46,607,670650.0,110.49,21,406,446625.0,110.01
2023-08-18 12:25,110.26,110.98,108.76,110.04,-0.1995,105,1725,1900135.0,0.0022,-0.5,110.15,43,430,474977.0,110.46,62,1295,1425158.0,110.05
2023-08-18 12:30,110.04,111.2,109.94,111.18,1.036,76,887,981341.0,0.0011,0.57,110.64,54,695,769957.0,110.79,22,192,211383.0,110.1
2023-08-18 12:35,110.82,111.04,110.16,110.28,-0.4873,62,551,608827.0,0.0015,-0.86,110.49,15,38,42146.0,110.91,47,513,566680.0,110.46
2023-08-18 12:40,110.3,111.06,110.2,110.2,-0.0907,79,793,877565.0,0.0011,-0.13,110.66,26,344,381495.0,110.9,53,449,496070.0,110.48
2023-08-18 12:45,110.22,110.22,109.86,110.0,-0.1996,35,250,275197.0,0.0003,-0.5,110.08,2,62,68200.0,110.0,33,188,206997.0,110.1
2023-08-18 12:50,109.88,110.0,109.8,110.0,0.1092,26,131,144014.0,0.001,0.24,109.93,14,81,89099.0,110.0,12,50,54914.0,109.83
2023-08-18 12:55,109.86,110.0,109.6,109.6,-0.2367,27,305,334905.0,0.0004,-0.53,109.8,7,71,78099.0,110.0,20,234,256805.0,109.75
2023-08-18 13:00,109.6,111.2,108.5,110.14,0.4927,169,2356,2580626.0,0.0024,-0.02,109.53,81,1150,1267680.0,110.23,88,1206,1312945.0,108.87
2023-08-18 13:05,109.5,110.64,109.5,109.74,0.2192,30,242,267009.0,0.0016,0.5,110.33,20,181,199821.0,110.4,10,61,67187.0,110.14
2023-08-18 13:10,110.14,110.74,109.9,110.72,0.5266,25,1239,1369023.0,0.0015,0.99,110.49,22,1233,1362419.0,110.5,3,6,6604.0,110.07
2023-08-18 13:15,110.6,110.7,110.08,110.2,-0.3617,25,234,257804.0,0.0009,-0.79,110.17,7,24,26490.0,110.38,18,210,231314.0,110.15
2023-08-18 13:20,110.42,110.48,110.02,110.02,-0.3623,26,184,202860.0,0.0012,-0.14,110.25,10,79,87230.0,110.42,16,105,115629.0,110.12
2023-08-18 13:25,110.04,110.1,109.82,109.84,-0.1818,22,278,305578.0,0.0006,-0.81,109.92,4,26,28606.0,110.02,18,252,276972.0,109.91
2023-08-18 13:30,109.96,110.0,109.8,109.96,0.0,21,341,374511.0,0.0007,-0.72,109.83,7,47,51685.0,109.97,14,294,322826.0,109.8
2023-08-18 13:35,109.82,109.98,108.2,109.32,-0.4553,93,1306,1424429.0,0.0021,-0.72,109.07,27,186,203834.0,109.59,66,1120,1220594.0,108.98
2023-08-18 13:40,109.32,109.8,108.92,109.1,-0.2012,35,258,282865.0,0.0019,0.47,109.64,23,189,207347.0,109.71,12,69,75518.0,109.45
2023-08-18 13:45,109.78,110.3,109.48,109.52,-0.2368,56,630,692575.0,0.0011,-0.09,109.93,25,286,314677.0,110.03,31,344,377898.0,109.85
2023-08-18 13:50,109.72,110.16,109.72,110.16,0.401,14,100,110127.0,0.0008,0.28,110.13,10,64,70476.0,110.12,4,36,39650.0,110.14
2023-08-18 13:55,110.14,110.14,109.7,109.8,-0.3087,21,193,212065.0,0.0016,-0.61,109.88,9,38,41839.0,110.1,12,155,170225.0,109.82
2023-08-18 14:00,109.8,109.96,109.54,109.96,0.1457,27,225,247080.0,0.0013,-0.34,109.81,13,74,81362.0,109.95,14,151,165718.0,109.75
2023-08-18 14:05,109.98,109.98,109.8,109.8,-0.1637,10,52,57153.0,0.0003,-0.31,109.91,4,18,19781.0,109.9,6,34,37372.0,109.92
2023-08-18 14:10,109.8,110.1,109.68,109.76,-0.0364,22,181,198990.0,0.0012,0.93,109.94,17,175,192407.0,109.95,5,6,6583.0,109.72
2023-08-18 14:15,109.66,110.08,109.52,110.08,0.383,24,170,186506.0,0.0013,0.38,109.71,12,117,128421.0,109.76,12,53,58085.0,109.6
2023-08-18 14:20,110.08,110.14,109.64,110.08,0.0,11,61,67048.0,0.0024,0.21,109.92,6,37,40731.0,110.08,5,24,26316.0,109.65
2023-08-18 14:25,110.14,110.14,109.62,110.04,-0.0908,23,168,184425.0,0.0018,-0.42,109.78,7,49,53918.0,110.04,16,119,130507.0,109.67
2023-08-18 14:30,110.1,110.32,110.0,110.32,0.1998,19,190,209183.0,0.0006,-0.12,110.1,15,84,92577.0,110.21,4,106,116606.0,110.01
2023-08-18 14:35,110.32,110.32,110.12,110.3,-0.0181,8,63,69487.0,0.001,0.97,110.3,7,62,68386.0,110.3,1,1,1101.0,110.12
2023-08-18 14:40,110.32,110.42,110.08,110.42,0.0906,9,111,122366.0,0.0011,0.03,110.24,6,57,62890.0,110.33,3,54,59475.0,110.14
2023-08-18 14:45,110.16,111.12,110.16,110.34,0.1634,75,1292,1432070.0,0.0012,0.93,110.84,63,1245,1380046.0,110.85,12,47,52023.0,110.69
2023-08-18 14:50,110.88,110.92,110.34,110.38,-0.4509,11,65,71844.0,0.0011,-0.35,110.53,5,21,23263.0,110.78,6,44,48580.0,110.41
2023-08-18 14:55,110.66,111.2,110.5,111.18,0.4699,48,1662,1844799.0,0.0015,0.93,111.0,40,1602,1778385.0,111.01,8,60,66414.0,110.69
2023-08-18 15:00,110.78,111.18,110.36,111.08,0.2708,39,244,270304.0,0.0017,-0.2,110.78,13,98,108882.0,111.1,26,146,161422.0,110.56
2023-08-18 15:05,110.46,111.06,109.7,109.7,-0.688,62,581,640536.0,0.0015,-0.53,110.25,12,137,151161.0,110.34,50,444,489375.0,110.22
2023-08-18 15:10,110.0,110.0,109.7,110.0,0.0,15,161,176670.0,0.0012,-0.59,109.73,10,33,36251.0,109.85,5,128,140419.0,109.7
2023-08-18 15:15,109.96,110.42,109.74,110.42,0.4183,21,164,180696.0,0.0019,0.6,110.18,16,131,144456.0,110.27,5,33,36240.0,109.82
2023-08-18 15:20,110.42,110.42,110.18,110.42,0.0,5,5,5518.0,0.0018,0.6,110.37,4,4,4416.0,110.42,1,1,1101.0,110.18
2023-08-18 15:25,110.42,110.9,110.02,110.52,0.0906,49,358,395258.0,0.0014,0.02,110.41,25,183,202415.0,110.61,24,175,192842.0,110.2
2023-08-18 15:30,110.08,110.4,110.02,110.38,0.2725,7,34,37452.0,0.0023,-0.47,110.15,3,9,9935.0,110.39,4,25,27517.0,110.07
