datetime,spread_bbo,spread_lv10,spread_1mio,levels_b,levels_s,vol_b,vol_s,val_b,val_s,imbalance_vol_bbo,imbalance_val_bbo,imbalance_vol,imbalance_val,vwap_b,vwap_s,vwap_b_1mio,vwap_s_1mio
2023-03-29 12:15,9.9,103.7,40.0,168,127,19373,23750,10718079,14374383,0.41,0.41,-0.1,-0.15,0.5532,0.6052,0.576,0.5783
2023-03-29 12:20,14.8,112.6,48.8,168,126,19168,23409,10598789,14177881,0.76,0.76,-0.1,-0.14,0.5529,0.6056,0.5759,0.5787
2023-03-29 12:25,14.0,125.9,50.0,169,126,19098,23346,10558783,14141366,0.29,0.29,-0.1,-0.15,0.5529,0.6057,0.5759,0.5788
2023-03-29 12:30,3.5,139.3,46.3,171,124,19228,23254,10633432,14088208,-0.47,-0.47,-0.09,-0.14,0.553,0.6058,0.576,0.5787
2023-03-29 12:35,13.4,129.5,48.4,171,124,18993,23211,10506297,14062965,0.31,0.31,-0.1,-0.14,0.5531,0.6059,0.5759,0.5787
2023-03-29 12:40,20.7,142.2,53.9,171,124,18981,23123,10498834,14011713,0.39,0.38,-0.1,-0.14,0.5531,0.606,0.5757,0.5788
2023-03-29 12:45,17.1,128.3,55.4,171,125,19220,23025,10636690,13955551,0.77,0.77,-0.09,-0.14,0.5534,0.6061,0.5758,0.579
2023-03-29 12:50,19.3,143.8,76.7,173,124,19835,22983,10990215,13936412,-0.15,-0.15,-0.07,-0.12,0.5541,0.6064,0.5762,0.5806
2023-03-29 12:55,13.2,144.0,89.3,174,125,20274,22738,11241079,13794945,-0.69,-0.69,-0.06,-0.1,0.5544,0.6067,0.5764,0.5815
2023-03-29 13:00,12.0,139.2,91.4,174,125,20553,22620,11401407,13726249,-0.12,-0.12,-0.05,-0.09,0.5547,0.6068,0.5766,0.5819
2023-03-29 13:05,11.0,130.8,101.2,172,124,20413,22419,11331245,13609564,0.28,0.28,-0.05,-0.09,0.5551,0.6071,0.5768,0.5827
2023-03-29 13:10,12.4,145.5,130.2,174,121,19949,22107,11065581,13429359,0.06,0.06,-0.05,-0.1,0.5547,0.6074,0.5768,0.5843
2023-03-29 13:15,39.3,158.6,141.5,174,119,19967,20159,11075569,12252668,0.02,0.02,0.0,-0.05,0.5547,0.6078,0.5765,0.5847
2023-03-29 13:20,18.7,140.4,132.0,174,122,19840,20793,11001504,12623545,-0.28,-0.28,-0.02,-0.07,0.5545,0.6071,0.5761,0.5837
2023-03-29 13:25,43.8,151.3,136.2,175,121,20059,20932,11127363,12708373,-0.49,-0.49,-0.02,-0.07,0.5547,0.6071,0.5762,0.5841
2023-03-29 13:30,33.8,146.5,140.5,178,122,20140,21379,11174344,12980002,-0.51,-0.51,-0.03,-0.07,0.5548,0.6071,0.5764,0.5845
2023-03-29 13:35,35.5,142.2,146.9,178,123,20112,21469,11158791,13035566,0.62,0.62,-0.03,-0.08,0.5548,0.6072,0.5764,0.5849
2023-03-29 13:40,27.8,147.4,144.7,178,124,20144,21543,11177331,13085751,-0.57,-0.57,-0.03,-0.08,0.5549,0.6074,0.5765,0.5849
2023-03-29 13:45,23.6,145.2,138.1,178,125,20471,21552,11366000,13090938,0.15,0.15,-0.03,-0.07,0.5552,0.6074,0.5769,0.5849
2023-03-29 13:50,30.3,137.7,145.0,176,129,20832,22840,11571774,13992283,0.28,0.28,-0.05,-0.09,0.5555,0.6125,0.5763,0.5847
2023-03-29 13:55,36.7,146.1,131.6,177,128,20872,23457,11593406,14407728,0.57,0.57,-0.06,-0.11,0.5555,0.6142,0.5762,0.5838
2023-03-29 14:00,41.9,150.0,80.7,175,129,20724,25312,11508214,15481743,-0.89,-0.89,-0.1,-0.15,0.5553,0.6117,0.576,0.5807
2023-03-29 14:05,18.5,137.3,56.2,174,132,20604,26617,11438980,16241088,-0.78,-0.78,-0.13,-0.17,0.5552,0.6102,0.5759,0.5791
2023-03-29 14:10,13.0,136.0,73.0,172,135,19701,26618,10918947,16239781,-0.41,-0.41,-0.15,-0.2,0.5542,0.6101,0.575,0.5792
2023-03-29 14:15,18.4,138.7,83.1,170,136,19415,26355,10754014,16086023,0.06,0.06,-0.15,-0.2,0.5539,0.6104,0.5747,0.5795
2023-03-29 14:20,11.7,141.8,88.1,172,133,19455,25690,10776874,15701779,-0.19,-0.19,-0.14,-0.19,0.5539,0.6112,0.5748,0.5798
2023-03-29 14:25,6.8,126.9,88.4,175,133,19796,26362,10973485,16097407,-0.2,-0.2,-0.14,-0.19,0.5543,0.6106,0.5748,0.5799
2023-03-29 14:30,12.2,126.7,86.5,176,132,19994,26566,11087081,16218755,-0.92,-0.92,-0.14,-0.19,0.5545,0.6105,0.5749,0.5799
2023-03-29 14:35,27.0,139.0,83.8,172,132,20007,26771,11094485,16335850,-0.82,-0.82,-0.14,-0.19,0.5545,0.6102,0.5749,0.5797
2023-03-29 14:40,5.8,133.8,83.7,173,132,20049,26713,11118488,16303508,-0.97,-0.97,-0.14,-0.19,0.5546,0.6103,0.575,0.5798
2023-03-29 14:45,11.1,131.0,80.6,171,133,20170,26691,11188059,16288590,-0.39,-0.39,-0.14,-0.19,0.5547,0.6103,0.5751,0.5797
2023-03-29 14:50,12.9,124.3,79.2,173,137,20173,26990,11189753,16463372,-0.97,-0.97,-0.14,-0.19,0.5547,0.61,0.575,0.5796
2023-03-29 14:55,15.6,127.3,82.5,174,135,20189,26678,11199264,16283132,-0.78,-0.78,-0.14,-0.18,0.5547,0.6103,0.5751,0.5798
2023-03-29 15:00,15.2,126.2,81.5,174,135,20346,26678,11289421,16283316,-0.73,-0.73,-0.13,-0.18,0.5549,0.6103,0.5751,0.5798
2023-03-29 15:05,14.5,126.7,78.3,173,135,20447,26663,11347799,16274217,-0.49,-0.49,-0.13,-0.18,0.555,0.6104,0.5753,0.5798
2023-03-29 15:10,24.0,136.0,77.0,173,135,20510,26716,11383909,16307335,-0.06,-0.06,-0.13,-0.18,0.555,0.6104,0.5754,0.5799
2023-03-29 15:15,24.2,125.0,54.8,175,135,21372,26590,11881879,16234314,0.11,0.11,-0.11,-0.15,0.5559,0.6105,0.5767,0.5799
2023-03-29 15:20,19.9,120.6,47.0,175,134,22089,25458,12296694,15567023,0.15,0.15,-0.07,-0.12,0.5567,0.6115,0.5772,0.5799
2023-03-29 15:25,25.9,123.2,49.4,175,135,21889,24928,12182583,15253469,-0.5,-0.5,-0.06,-0.11,0.5566,0.6119,0.5771,0.5799
2023-03-29 15:30,20.9,122.3,48.0,176,135,21788,24679,12126856,15109286,-0.3,-0.3,-0.06,-0.11,0.5566,0.6122,0.5772,0.58
2023-03-29 15:35,22.6,131.3,49.0,175,134,21667,24390,12057488,14944437,-0.1,-0.1,-0.06,-0.11,0.5565,0.6127,0.5772,0.58
2023-03-29 15:40,30.0,137.8,49.8,174,135,21511,24572,11967301,15054392,-0.12,-0.12,-0.07,-0.11,0.5563,0.6127,0.5771,0.58
2023-03-29 15:45,28.0,140.5,47.2,177,134,21730,24537,12094062,15036318,-0.47,-0.47,-0.06,-0.11,0.5565,0.6128,0.5773,0.58
2023-03-29 15:50,26.1,139.2,47.1,177,134,21622,24695,12031481,15128074,-0.32,-0.32,-0.07,-0.11,0.5564,0.6126,0.5773,0.58
2023-03-29 15:55,25.5,136.2,50.4,177,135,21449,24821,11931277,15201504,-0.81,-0.81,-0.07,-0.12,0.5563,0.6124,0.577,0.58
2023-03-29 16:00,8.3,122.6,41.7,176,136,22324,25045,12436607,15330926,-0.17,-0.17,-0.06,-0.1,0.557,0.6121,0.5774,0.5798
2023-03-29 16:05,18.8,116.8,34.5,179,139,23995,24996,13402085,15302565,0.79,0.79,-0.02,-0.07,0.5585,0.6122,0.5779,0.5799
2023-03-29 16:10,20.6,110.8,35.1,179,140,23726,24971,13247367,15288439,0.36,0.36,-0.03,-0.07,0.5583,0.6122,0.5779,0.5799
2023-03-29 16:15,20.2,112.8,35.2,179,140,23567,24972,13146865,15289244,0.77,0.77,-0.03,-0.08,0.5578,0.6122,0.5779,0.5799
2023-03-29 16:20,21.1,119.6,35.5,180,139,23754,24815,13258763,15197978,0.08,0.08,-0.02,-0.07,0.5582,0.6124,0.5779,0.5799
2023-03-29 16:25,16.6,118.3,35.8,181,138,23821,24952,13297711,15280198,-0.71,-0.71,-0.02,-0.07,0.5582,0.6124,0.5779,0.58
2023-03-29 16:30,22.3,119.8,35.8,180,138,22770,25676,12697228,15719403,0.1,0.1,-0.06,-0.11,0.5575,0.6122,0.5779,0.58
2023-03-29 16:35,3.5,107.3,35.3,180,140,23227,25790,12964127,15785182,0.8,0.8,-0.05,-0.1,0.5581,0.6121,0.5779,0.5799
2023-03-29 16:40,18.6,113.7,35.7,180,138,24190,25781,13509699,15780155,0.07,0.07,-0.03,-0.08,0.5585,0.6121,0.5779,0.58
2023-03-29 16:45,20.4,113.5,35.7,180,139,24619,25819,13752334,15802202,0.65,0.65,-0.02,-0.07,0.5586,0.612,0.5779,0.58
2023-03-29 16:50,15.7,102.7,35.5,181,140,24600,26018,13740825,15923240,0.54,0.54,-0.03,-0.07,0.5586,0.612,0.5779,0.5799
2023-03-29 16:55,19.5,103.1,35.8,180,140,24561,26257,13719041,16080215,0.77,0.77,-0.03,-0.08,0.5586,0.6124,0.5779,0.5799
2023-03-29 17:00,18.7,103.0,36.6,180,141,23887,26326,13331850,16119869,0.2,0.2,-0.05,-0.09,0.5581,0.6123,0.5778,0.5799
2023-03-29 17:05,19.0,101.7,36.6,180,141,23837,26255,13303146,16078540,0.44,0.44,-0.05,-0.09,0.5581,0.6124,0.5778,0.5799
2023-03-29 17:10,20.4,104.1,36.3,180,141,23899,26356,13338991,16137454,0.43,0.43,-0.05,-0.09,0.5581,0.6123,0.5778,0.5799
2023-03-29 17:15,13.8,104.7,26.8,180,141,24663,26853,13767428,16425997,0.47,0.47,-0.04,-0.09,0.5582,0.6117,0.5778,0.5794
2023-03-29 17:20,11.1,99.6,34.4,179,143,23516,26865,13101976,16432434,0.96,0.96,-0.07,-0.11,0.5571,0.6117,0.5778,0.5798
2023-03-29 17:25,16.7,102.0,35.7,179,142,23410,26762,13040786,16372399,0.3,0.3,-0.07,-0.11,0.5571,0.6118,0.5778,0.5798
2023-03-29 17:30,12.1,93.9,44.6,180,142,22555,25589,12546705,15675803,-0.35,-0.35,-0.06,-0.11,0.5562,0.6126,0.5772,0.5798
2023-03-29 17:35,8.8,97.4,50.9,182,139,21182,24261,11755931,14892285,0.79,0.79,-0.07,-0.12,0.555,0.6138,0.577,0.5799
2023-03-29 17:40,19.3,100.3,44.9,183,139,21342,25269,11849027,15476594,0.61,0.61,-0.08,-0.13,0.5552,0.6125,0.5771,0.5797
2023-03-29 17:45,5.5,102.5,38.4,183,137,21811,25159,12120447,15410197,-0.47,-0.47,-0.07,-0.12,0.5557,0.6125,0.5774,0.5796
2023-03-29 17:50,6.9,104.1,39.8,183,137,21824,25119,12127674,15387042,-0.79,-0.79,-0.07,-0.12,0.5557,0.6126,0.5774,0.5797
2023-03-29 17:55,5.6,101.1,42.3,182,139,21698,25108,12054556,15380958,-0.17,-0.17,-0.07,-0.12,0.5556,0.6126,0.5772,0.5796
2023-03-29 18:00,19.4,103.9,43.2,181,138,21572,25162,11982012,15411871,-0.16,-0.16,-0.08,-0.13,0.5554,0.6125,0.5771,0.5796
2023-03-29 18:05,14.5,104.6,41.4,182,137,22263,25123,12368239,15390829,-0.83,-0.83,-0.06,-0.11,0.5556,0.6126,0.5773,0.5796
2023-03-29 18:10,16.3,103.4,42.0,183,137,22841,23502,12689087,14374429,-0.2,-0.2,-0.01,-0.06,0.5555,0.6114,0.5773,0.5797
2023-03-29 18:15,19.0,100.7,40.3,191,137,22972,20898,12758382,12685630,-0.72,-0.72,0.05,0.0,0.5554,0.607,0.5773,0.5796
2023-03-29 18:20,14.2,98.5,38.2,192,138,23251,21092,12919210,12797839,-0.18,-0.18,0.05,0.0,0.5556,0.6068,0.5774,0.5796
2023-03-29 18:25,23.1,103.6,41.5,191,137,23065,21406,12811108,12979631,-0.67,-0.67,0.04,-0.01,0.5554,0.6063,0.5771,0.5795
2023-03-29 18:30,24.2,104.2,42.8,191,138,22993,21317,12769499,12928344,-0.66,-0.66,0.04,-0.01,0.5553,0.6065,0.5771,0.5795
2023-03-29 18:35,20.6,103.3,42.9,191,138,23015,21292,12781963,12913582,-0.71,-0.71,0.04,-0.01,0.5554,0.6065,0.5771,0.5795
2023-03-30 10:00,23.9,174.8,227.8,154,104,19048,10225,9925243,6283953,0.09,0.09,0.3,0.22,0.5208,0.6146,0.5734,0.5865
2023-03-30 10:05,28.7,156.2,165.3,159,115,20513,11307,10757438,6924707,0.46,0.45,0.29,0.22,0.5244,0.6125,0.5732,0.5827
2023-03-30 10:10,11.9,122.0,111.4,153,137,19987,14718,10424114,8921536,-0.05,-0.05,0.15,0.08,0.5214,0.6064,0.5688,0.5751
2023-03-30 10:15,10.0,91.4,61.3,162,145,21768,16238,11391824,9838451,0.16,0.16,0.15,0.07,0.5233,0.6059,0.5697,0.5732
2023-03-30 10:20,8.8,127.8,99.3,168,141,25621,15580,13576758,9479554,0.23,0.23,0.24,0.18,0.5299,0.6084,0.5719,0.5776
2023-03-30 10:25,22.4,127.7,114.0,165,142,26085,15760,13835600,9589154,-0.43,-0.43,0.25,0.18,0.5304,0.6084,0.5712,0.5778
2023-03-30 10:30,12.7,88.5,93.6,169,148,26819,16586,14249005,10079737,-0.55,-0.55,0.24,0.17,0.5313,0.6077,0.5709,0.5763
2023-03-30 10:35,11.1,86.8,109.8,171,150,27106,16501,14410294,10035335,-0.47,-0.47,0.24,0.18,0.5316,0.6082,0.5709,0.5772
2023-03-30 10:40,9.6,92.2,129.1,175,150,27238,16253,14485434,9893651,-0.54,-0.54,0.25,0.19,0.5318,0.6087,0.5709,0.5783
2023-03-30 10:45,20.2,123.3,104.2,176,147,31746,16280,17075353,9919855,0.28,0.28,0.32,0.26,0.5378,0.6093,0.574,0.58
2023-03-30 10:50,10.8,119.4,102.9,177,147,32105,16320,17282421,9948723,0.17,0.17,0.33,0.27,0.5383,0.6096,0.5742,0.5801
2023-03-30 10:55,14.3,99.6,82.4,178,156,31371,16537,16865630,10076227,-0.03,-0.03,0.31,0.25,0.5376,0.6093,0.5748,0.5795
2023-03-30 11:00,16.1,101.4,92.3,183,157,33203,16243,17921192,9908545,0.38,0.38,0.34,0.29,0.5397,0.61,0.5755,0.5808
2023-03-30 11:05,7.7,85.5,81.4,185,159,35619,16371,19326226,9985233,0.33,0.33,0.37,0.32,0.5426,0.6099,0.576,0.5807
2023-03-30 11:10,16.0,100.4,94.4,187,154,35458,16174,19230822,9885065,0.39,0.39,0.37,0.32,0.5423,0.6112,0.5761,0.5815
2023-03-30 11:15,26.3,106.7,96.0,190,152,32499,16245,17529661,9935354,-0.15,-0.16,0.33,0.28,0.5394,0.6116,0.5761,0.5817
2023-03-30 11:20,11.3,101.7,90.8,188,156,31681,16440,17058047,10050847,0.46,0.46,0.32,0.26,0.5384,0.6114,0.5761,0.5813
2023-03-30 11:25,11.3,106.4,94.9,187,156,31160,16500,16758293,10087347,0.56,0.56,0.31,0.25,0.5378,0.6113,0.576,0.5815
2023-03-30 11:30,13.1,105.4,98.3,191,151,31522,16529,16966385,10106331,0.54,0.54,0.31,0.25,0.5382,0.6114,0.5761,0.5818
2023-03-30 11:35,20.0,99.6,98.6,193,153,31301,17299,16839057,10547911,0.13,0.13,0.29,0.23,0.538,0.6097,0.5761,0.5817
2023-03-30 11:40,8.9,95.3,94.9,196,151,31492,17473,16948899,10643407,-0.8,-0.8,0.29,0.23,0.5382,0.6091,0.5761,0.5816
2023-03-30 11:45,3.5,93.8,91.5,195,154,31347,17358,16865457,10574016,0.28,0.28,0.29,0.23,0.538,0.6091,0.5761,0.5814
2023-03-30 11:50,11.3,93.7,89.1,192,155,30698,17558,16492382,10689798,0.22,0.22,0.27,0.21,0.5372,0.6088,0.5758,0.5809
2023-03-30 11:55,6.7,95.0,93.1,193,156,33300,17738,17983277,10793735,0.24,0.24,0.3,0.25,0.5399,0.6085,0.5751,0.5805
2023-03-30 12:00,8.9,95.6,96.7,195,154,34892,17797,18894169,10830107,0.4,0.4,0.32,0.27,0.5415,0.6085,0.5752,0.5808
2023-03-30 12:05,18.0,103.6,94.3,195,151,35036,18556,18976803,11285285,0.85,0.85,0.31,0.25,0.5416,0.6082,0.5752,0.5807
2023-03-30 12:10,24.8,112.2,98.9,196,147,34958,19151,18933088,11642405,0.32,0.32,0.29,0.24,0.5416,0.6079,0.5753,0.581
2023-03-30 12:15,24.1,110.0,103.4,198,147,35132,19081,19030172,11602257,0.56,0.56,0.3,0.24,0.5417,0.608,0.5753,0.5813
2023-03-30 12:20,16.9,103.6,97.5,198,148,35152,19210,19040361,11676959,0.34,0.34,0.29,0.24,0.5417,0.6078,0.5753,0.5809
2023-03-30 12:25,13.4,99.4,99.0,200,147,35202,19990,19066453,12160082,0.24,0.24,0.28,0.22,0.5416,0.6083,0.5754,0.5811
2023-03-30 12:30,8.9,96.2,97.9,201,146,35280,20255,19111968,12324545,0.52,0.52,0.27,0.22,0.5417,0.6085,0.5757,0.5813
2023-03-30 12:35,20.2,106.3,96.2,198,147,35199,20216,19064483,12301049,-0.24,-0.24,0.27,0.22,0.5416,0.6085,0.5754,0.581
2023-03-30 12:40,23.0,122.8,96.5,197,143,35200,20101,19063395,12233810,-0.04,-0.05,0.27,0.22,0.5416,0.6086,0.5754,0.581
2023-03-30 12:45,25.6,116.0,94.6,196,145,35054,20177,18978602,12278467,-0.17,-0.17,0.27,0.21,0.5414,0.6085,0.5753,0.5807
2023-03-30 12:50,15.5,116.9,99.6,198,143,35084,20179,18996292,12280221,0.14,0.14,0.27,0.21,0.5414,0.6086,0.5753,0.581
2023-03-30 12:55,11.1,125.6,100.7,198,141,35148,20186,19032967,12284375,-0.36,-0.36,0.27,0.22,0.5415,0.6085,0.5753,0.5811
2023-03-30 13:00,16.3,131.7,106.1,198,140,35188,20073,19055609,12219167,-0.66,-0.66,0.27,0.22,0.5415,0.6087,0.5754,0.5815
2023-03-30 13:05,19.5,135.2,90.0,198,139,35635,20147,19313640,12262174,0.02,0.02,0.28,0.22,0.542,0.6086,0.5761,0.5812
2023-03-30 13:10,15.8,118.6,82.7,200,142,35799,20206,19408606,12296134,0.1,0.1,0.28,0.22,0.5421,0.6085,0.5763,0.5811
2023-03-30 13:15,17.0,120.1,94.6,201,141,30697,20388,16473790,12402501,0.03,0.03,0.2,0.14,0.5366,0.6083,0.5757,0.5811
2023-03-30 13:20,11.3,120.5,102.8,200,141,30395,20380,16298578,12398270,-0.33,-0.34,0.2,0.14,0.5362,0.6083,0.5753,0.5813
2023-03-30 13:25,23.5,128.2,89.8,197,141,30445,20445,16325605,12431818,-0.13,-0.13,0.2,0.14,0.5362,0.608,0.5752,0.5804
2023-03-30 13:30,22.3,116.5,81.8,196,145,30671,20634,16453649,12544459,0.24,0.24,0.2,0.13,0.5365,0.6079,0.5752,0.5799
2023-03-30 13:35,25.6,121.9,84.0,197,143,30811,20594,16534965,12521598,0.31,0.31,0.2,0.14,0.5367,0.608,0.5753,0.5801
2023-03-30 13:40,27.2,122.4,87.4,199,142,30865,20586,16564919,12518304,0.2,0.2,0.2,0.14,0.5367,0.6081,0.5753,0.5803
2023-03-30 13:45,25.0,119.0,94.6,200,141,30855,20550,16559390,12499188,-0.11,-0.11,0.2,0.14,0.5367,0.6082,0.5753,0.5807
2023-03-30 13:50,22.2,115.7,96.5,201,141,30890,20552,16579532,12501244,0.0,0.0,0.2,0.14,0.5367,0.6082,0.5753,0.5809
2023-03-30 13:55,27.1,121.8,90.5,200,141,30916,20658,16593990,12562208,-0.3,-0.3,0.2,0.14,0.5367,0.6081,0.5753,0.5805
2023-03-30 14:00,12.0,111.8,83.2,200,143,30951,20771,16614040,12626201,-0.1,-0.1,0.2,0.14,0.5368,0.6079,0.5753,0.5801
2023-03-30 14:05,25.9,116.6,86.1,202,142,31073,20741,16684463,12608720,-0.29,-0.29,0.2,0.14,0.5369,0.6079,0.5753,0.5803
2023-03-30 14:10,25.8,103.3,88.8,204,143,31110,20633,16705394,12546393,-0.29,-0.29,0.2,0.14,0.537,0.6081,0.5754,0.5805
2023-03-30 14:15,8.6,86.2,78.9,204,147,30983,20848,16632503,12670515,-0.08,-0.08,0.2,0.14,0.5368,0.6077,0.5753,0.5798
2023-03-30 14:20,22.0,98.1,81.5,205,145,31100,20752,16700716,12615101,-0.03,-0.03,0.2,0.14,0.537,0.6079,0.5755,0.5802
2023-03-30 14:25,17.3,93.0,84.5,205,145,29613,20720,15860669,12596695,0.83,0.83,0.18,0.11,0.5356,0.6079,0.5754,0.5803
2023-03-30 14:30,11.8,86.8,85.3,204,146,29630,20784,15871475,12634136,0.44,0.44,0.18,0.11,0.5356,0.6079,0.5754,0.5803
2023-03-30 14:35,17.0,97.0,78.6,202,145,29975,20886,16064016,12692198,-0.12,-0.12,0.18,0.12,0.5359,0.6077,0.5752,0.5798
2023-03-30 14:40,17.7,93.4,78.9,203,146,30668,20810,16457322,12647739,0.01,0.01,0.19,0.13,0.5366,0.6078,0.5753,0.5799
2023-03-30 14:45,22.4,120.8,92.3,204,139,30728,20438,16491415,12432407,-0.18,-0.18,0.2,0.14,0.5367,0.6083,0.5754,0.5807
2023-03-30 14:50,22.0,109.0,82.9,202,142,30748,20691,16495522,12578984,0.35,0.35,0.2,0.13,0.5365,0.6079,0.5753,0.58
2023-03-30 14:55,21.2,97.0,62.7,201,145,31356,21307,16844688,12931557,0.18,0.17,0.19,0.13,0.5372,0.6069,0.5753,0.5789
2023-03-30 15:00,19.5,96.5,65.9,201,146,31550,21386,16956046,12978022,0.48,0.48,0.19,0.13,0.5374,0.6068,0.5753,0.5791
2023-03-30 15:05,17.5,91.5,67.5,201,148,31636,21721,17004541,13172224,0.21,0.21,0.19,0.13,0.5375,0.6064,0.5753,0.5792
2023-03-30 15:10,11.6,99.0,67.9,204,145,31531,21734,16944048,13179165,0.15,0.15,0.18,0.12,0.5374,0.6064,0.5754,0.5793
2023-03-30 15:15,15.6,90.8,61.6,202,148,31581,21630,16972473,13118890,-0.22,-0.22,0.19,0.13,0.5374,0.6065,0.5753,0.5788
2023-03-30 15:20,17.7,91.4,59.4,201,147,31639,21646,17005794,13127479,-0.19,-0.19,0.19,0.13,0.5375,0.6065,0.5753,0.5787
2023-03-30 15:25,10.9,86.9,60.9,203,147,31966,22263,17193038,13486109,0.15,0.14,0.18,0.12,0.5378,0.6058,0.5754,0.5789
2023-03-30 15:30,14.6,83.1,56.0,205,148,32016,23629,17223163,14275049,0.63,0.62,0.15,0.09,0.5379,0.6041,0.5756,0.5788
2023-03-30 15:35,14.0,85.0,54.8,206,145,33560,23326,18116717,14098926,0.78,0.78,0.18,0.12,0.5398,0.6044,0.576,0.5791
2023-03-30 15:40,22.9,90.6,56.1,206,143,33860,23771,18286379,14365837,-0.06,-0.06,0.18,0.12,0.5401,0.6043,0.5759,0.5792
2023-03-30 15:45,19.4,90.8,55.1,207,142,33255,23812,17941871,14399077,-0.39,-0.39,0.17,0.11,0.5395,0.6047,0.576,0.5792
