datetime,open,high,low,close,volume,value
2020-01-03 10:00,20360.0,20360.0,20160.0,20300.0,12.0,242860.0
2020-01-03 10:10,20320.0,20360.0,20300.0,20300.0,10.0,203400.0
2020-01-03 10:20,20420.0,20440.0,20420.0,20420.0,19.0,388160.0
2020-01-03 10:30,20380.0,20440.0,20380.0,20420.0,8.0,163400.0
2020-01-03 10:40,20440.0,20440.0,20360.0,20440.0,7.0,143000.0
2020-01-03 10:50,20380.0,20460.0,20380.0,20460.0,7.0,143020.0
2020-01-03 11:00,20460.0,20460.0,20420.0,20420.0,7.0,143180.0
2020-01-03 11:10,20460.0,20460.0,20440.0,20440.0,2.0,40900.0
2020-01-03 11:40,20460.0,20460.0,20400.0,20400.0,6.0,122560.0
2020-01-03 12:10,20460.0,20480.0,20460.0,20480.0,2.0,40940.0
2020-01-03 12:20,20480.0,20500.0,20480.0,20480.0,8.0,163860.0
2020-01-03 12:30,20460.0,20460.0,20380.0,20380.0,8.0,163260.0
2020-01-03 13:10,20480.0,20500.0,20480.0,20500.0,22.0,450940.0
2020-01-03 13:20,20460.0,20500.0,20440.0,20500.0,9.0,184180.0
2020-01-03 13:30,20460.0,20460.0,20440.0,20440.0,2.0,40900.0
2020-01-03 13:40,20480.0,20500.0,20480.0,20500.0,6.0,122980.0
2020-01-03 14:00,20500.0,20500.0,20460.0,20460.0,2.0,40960.0
2020-01-03 15:10,20480.0,20500.0,20480.0,20500.0,3.0,61480.0
2020-01-03 15:20,20460.0,20460.0,20440.0,20440.0,12.0,245360.0
2020-01-03 18:10,20380.0,20400.0,20380.0,20400.0,7.0,142780.0
2020-01-06 10:00,20480.0,20500.0,20400.0,20400.0,8.0,163760.0
2020-01-06 10:50,20480.0,20480.0,20440.0,20440.0,5.0,102240.0
2020-01-06 11:10,20420.0,20420.0,20400.0,20420.0,15.0,306200.0
2020-01-06 11:20,20400.0,20460.0,20400.0,20460.0,5.0,102180.0
2020-01-06 11:30,20460.0,20480.0,20460.0,20480.0,12.0,245560.0
2020-01-06 11:40,20460.0,20500.0,20460.0,20500.0,7.0,143420.0
2020-01-06 11:50,20480.0,20600.0,20480.0,20580.0,10.0,205240.0
2020-01-06 12:00,20600.0,20620.0,20560.0,20560.0,3.0,61780.0
2020-01-06 12:10,20560.0,20580.0,20560.0,20580.0,2.0,41140.0
2020-01-06 12:30,20560.0,20580.0,20560.0,20580.0,4.0,82260.0
2020-01-06 12:40,20600.0,20600.0,20540.0,20600.0,3.0,61740.0
2020-01-06 12:50,20620.0,20640.0,20560.0,20560.0,10.0,206120.0
2020-01-06 13:10,20540.0,20540.0,20520.0,20540.0,4.0,82140.0
2020-01-06 13:50,20560.0,20580.0,20560.0,20580.0,6.0,123420.0
2020-01-06 14:00,20580.0,20580.0,20540.0,20580.0,4.0,82240.0
2020-01-06 14:20,20520.0,20520.0,20500.0,20500.0,14.0,287040.0
2020-01-06 14:30,20460.0,20500.0,20460.0,20500.0,8.0,163920.0
2020-01-06 14:40,20560.0,20560.0,20540.0,20540.0,2.0,41100.0
2020-01-06 14:50,20500.0,20500.0,20480.0,20480.0,2.0,40980.0
2020-01-06 15:10,20440.0,20480.0,20440.0,20480.0,4.0,81840.0
2020-01-06 15:20,20460.0,20460.0,20420.0,20420.0,5.0,102240.0
2020-01-06 15:30,20400.0,20460.0,20360.0,20460.0,35.0,714040.0
2020-01-06 16:00,20400.0,20400.0,20380.0,20400.0,11.0,224380.0
2020-01-06 16:10,20380.0,20460.0,20380.0,20460.0,2.0,40840.0
2020-01-06 17:30,20460.0,20480.0,20460.0,20480.0,2.0,40940.0
2020-01-06 18:30,20440.0,20440.0,20420.0,20420.0,2.0,40860.0
2020-01-08 10:00,20640.0,20640.0,20460.0,20460.0,12.0,246740.0
2020-01-08 10:10,20520.0,20540.0,20500.0,20540.0,6.0,123160.0
2020-01-08 10:20,20480.0,20520.0,20480.0,20520.0,3.0,61500.0
2020-01-08 10:40,20560.0,20560.0,20520.0,20520.0,7.0,143720.0
2020-01-08 10:50,20560.0,20580.0,20560.0,20580.0,5.0,102860.0
2020-01-08 11:10,20580.0,20600.0,20580.0,20600.0,22.0,453080.0
2020-01-08 11:30,20620.0,20800.0,20620.0,20680.0,46.0,954000.0
2020-01-08 11:50,20700.0,20740.0,20700.0,20740.0,5.0,103620.0
2020-01-08 12:00,20720.0,20720.0,20700.0,20700.0,5.0,103520.0
2020-01-08 12:30,20680.0,20700.0,20660.0,20700.0,6.0,124080.0
2020-01-08 12:40,20700.0,20700.0,20680.0,20680.0,2.0,41380.0
2020-01-08 13:20,20700.0,20720.0,20700.0,20720.0,3.0,62140.0
2020-01-08 13:30,20740.0,20780.0,20740.0,20780.0,8.0,166000.0
2020-01-08 13:40,20740.0,20800.0,20740.0,20760.0,4.0,83060.0
2020-01-08 14:00,20780.0,20780.0,20720.0,20720.0,4.0,82960.0
2020-01-08 14:10,20700.0,20740.0,20680.0,20720.0,14.0,289940.0
2020-01-08 14:50,20780.0,20800.0,20780.0,20800.0,5.0,103940.0
2020-01-08 15:20,20840.0,20900.0,20800.0,20800.0,15.0,312720.0
